episode,new_episode,steps,completed,completion_index,completion_steps,termination_reason,progress_percent,avg_lateral,std_lateral,max_lateral,avg_course,std_course,max_course,avg_tilt,std_tilt,max_tilt,avg_velocity,avg_action_change,reward
1033,673,1204,0,0,0,tilt_error,82.64,0.338096,0.502347,2.464646,0.123629,0.123558,0.537885,0.042554,0.040104,0.360267,3.81,0.137604,16687.25
1034,674,1203,0,0,0,tilt_error,82.62,0.237726,0.317475,2.271255,0.104973,0.107427,0.552862,0.040227,0.0406,0.369831,3.82,0.121407,20079.67
1035,675,1204,0,0,0,tilt_error,82.64,0.245759,0.345671,2.317323,0.106303,0.111767,0.531352,0.040013,0.040383,0.353278,3.82,0.121835,19505.26
1036,676,1204,0,0,0,tilt_error,82.65,0.300287,0.42299,2.123385,0.116792,0.116342,0.558584,0.042075,0.0399,0.355571,3.82,0.128988,17615.53
1037,677,1203,0,0,0,tilt_error,82.63,0.247813,0.328497,2.196009,0.106673,0.113412,1.57,0.040367,0.040503,0.370687,3.82,0.112058,19834.1
1039,678,1203,0,0,0,tilt_error,82.62,0.305478,0.401086,2.342969,0.115822,0.112516,0.505772,0.042761,0.039201,0.357222,3.81,0.121593,17643.34
1040,679,1199,0,0,0,tilt_error,82.64,0.289161,0.358652,2.208896,0.11153,0.108614,0.513622,0.041465,0.039187,0.358699,3.82,0.117497,17719.75
1041,680,1211,0,0,0,tilt_error,82.69,0.259285,0.329508,2.23506,0.10561,0.105268,0.495424,0.041651,0.041478,0.355991,3.82,0.091031,19593.19
1042,681,1201,0,0,0,tilt_error,82.76,0.272305,0.317318,2.196342,0.107627,0.101283,0.494499,0.040567,0.039205,0.363944,3.82,0.111847,18268.73
1043,682,1205,0,0,0,tilt_error,82.74,0.2693,0.34384,2.353032,0.104421,0.108516,0.51114,0.040943,0.040531,0.367491,3.82,0.117127,18690.01
1044,683,1206,0,0,0,tilt_error,82.69,0.249373,0.316772,2.186488,0.107253,0.108006,0.557168,0.040835,0.040285,0.366058,3.82,0.105464,19480.86
1045,684,1208,0,0,0,tilt_error,82.68,0.270167,0.36168,2.323756,0.104129,0.107753,0.519922,0.040744,0.040518,0.351414,3.82,0.117914,18330.63
1046,685,1214,0,0,0,tilt_error,82.66,0.276747,0.351508,2.268325,0.115282,0.119224,1.57,0.043066,0.041601,0.366758,3.81,0.127357,18153.33
1049,686,1202,0,0,0,tilt_error,82.69,0.26076,0.333857,2.228887,0.102857,0.102461,0.477178,0.039673,0.039043,0.359187,3.82,0.11842,18929.76
1050,687,1199,0,0,0,tilt_error,82.74,0.317975,0.393289,2.218711,0.118692,0.111362,0.512004,0.042268,0.037405,0.353114,3.82,0.132374,16895.24
1051,688,1200,0,0,0,tilt_error,82.59,0.255442,0.340972,2.309599,0.107093,0.114954,1.57,0.03994,0.039419,0.356615,3.82,0.128599,19471.58
1054,689,1202,0,0,0,tilt_error,82.66,0.26962,0.336704,2.062403,0.107059,0.108297,0.542219,0.041269,0.040499,0.365883,3.82,0.13425,18582.7
1055,690,1198,0,0,0,tilt_error,82.62,0.292147,0.368668,2.178438,0.113989,0.111061,0.526375,0.041573,0.038903,0.35864,3.82,0.138791,17215.73
1056,691,1201,0,0,0,tilt_error,82.72,0.300758,0.380091,2.079732,0.119781,0.120957,1.57,0.042265,0.037885,0.359141,3.82,0.126148,17467.58
1058,692,1199,0,0,0,tilt_error,82.7,0.265051,0.348895,3.671494,0.109494,0.111525,0.551686,0.0406,0.039008,0.361224,3.82,0.127319,19098.1
1059,693,1207,0,0,0,tilt_error,82.65,0.399729,0.689633,3.716925,0.127845,0.132799,0.6879,0.043656,0.040287,0.372859,3.81,0.140104,16287.44
1060,694,1251,0,0,0,tilt_error,82.7,0.301252,0.417129,2.122027,0.120175,0.132749,0.721283,0.044489,0.043615,0.358408,3.81,0.127486,17732.78
1061,695,1486,0,0,0,heading_error,82.64,0.350239,0.403145,2.086209,0.137596,0.138392,1.035609,0.04741,0.037777,0.179244,3.81,0.139135,17953.77
1062,696,1199,0,0,0,tilt_error,82.68,0.280557,0.340349,2.126807,0.112979,0.109091,0.566527,0.041676,0.038854,0.367347,3.82,0.130907,17779.17
1063,697,1198,0,0,0,tilt_error,82.83,0.272705,0.350871,3.238453,0.108524,0.108275,0.497357,0.039986,0.039662,0.373004,3.82,0.134328,18500.48
1064,698,1201,0,0,0,tilt_error,82.69,0.355688,0.590953,3.290726,0.121159,0.124505,0.628917,0.042379,0.03788,0.351579,3.82,0.12559,16789.65
1065,699,1215,0,0,0,tilt_error,82.8,0.288983,0.365961,2.310643,0.11214,0.109618,0.513929,0.042654,0.041661,0.358306,3.81,0.129364,17823.06
1066,700,1196,0,0,0,tilt_error,82.67,0.255579,0.334718,2.185221,0.106832,0.107406,0.483374,0.039432,0.038585,0.353174,3.82,0.109925,19334.46
1067,701,1202,0,0,0,tilt_error,82.76,0.28916,0.360647,2.060039,0.110441,0.112025,0.55773,0.041194,0.039572,0.3544,3.82,0.128971,17127.18
1068,702,1201,0,0,0,tilt_error,82.74,0.282593,0.350079,2.228395,0.111673,0.11593,1.57,0.040531,0.039318,0.356911,3.82,0.133707,17480.13
1070,703,1527,0,0,0,tilt_error,82.65,0.471622,0.650155,3.690284,0.141161,0.149449,1.57,0.047397,0.036814,0.368987,3.82,0.128534,14733.17
1072,704,1201,0,0,0,tilt_error,82.64,0.283244,0.382076,2.285568,0.111532,0.118202,1.57,0.041589,0.039594,0.370081,3.82,0.13675,17421.95
1076,705,1195,0,0,0,tilt_error,82.73,0.272384,0.332282,2.240713,0.107591,0.105614,0.516924,0.039589,0.037881,0.360787,3.82,0.109361,18386.57
1077,706,1198,0,0,0,tilt_error,82.74,0.251366,0.329334,2.05745,0.106451,0.109495,0.54351,0.03952,0.039102,0.364637,3.82,0.115404,19414.89
1078,707,1200,0,0,0,tilt_error,82.79,0.288558,0.36905,2.300074,0.111852,0.111415,0.510533,0.041133,0.038319,0.350158,3.82,0.117418,17754.2
1079,708,1200,0,0,0,tilt_error,82.71,0.303449,0.409038,2.130161,0.119682,0.1192,0.556578,0.043747,0.038516,0.351611,3.81,0.124648,17520.75
1080,709,1199,0,0,0,tilt_error,82.72,0.298247,0.379751,2.228199,0.114629,0.11059,0.488735,0.042467,0.038253,0.349536,3.82,0.118804,17712.46
1081,710,1201,0,0,0,tilt_error,82.68,0.311515,0.414222,2.282217,0.121012,0.115526,0.539554,0.043617,0.037836,0.368396,3.82,0.129665,17544.88
1082,711,1198,0,0,0,tilt_error,82.75,0.274859,0.346171,2.288757,0.111996,0.113941,0.531453,0.040863,0.03833,0.351863,3.82,0.126056,18469.73
1083,712,1197,0,0,0,tilt_error,82.66,0.253311,0.338178,2.759055,0.10585,0.106984,0.518258,0.039632,0.03904,0.361577,3.82,0.11111,19584.15
1084,713,1202,0,0,0,tilt_error,82.71,0.348291,0.526932,2.817554,0.123193,0.1242,0.563704,0.043171,0.03773,0.354665,3.82,0.14013,16927.02
1085,714,1201,0,0,0,tilt_error,82.69,0.312576,0.430099,4.01414,0.120238,0.115442,0.516548,0.043193,0.038207,0.366409,3.82,0.121363,17701.87
1086,715,1205,0,0,0,tilt_error,82.73,0.429903,0.763736,4.021073,0.132699,0.132831,0.672829,0.044221,0.037954,0.360925,3.82,0.133387,16460.91
1087,716,1200,0,0,0,tilt_error,82.68,0.279244,0.337754,2.077165,0.109161,0.105393,0.531286,0.041012,0.038564,0.360129,3.82,0.11216,18334.0
1088,717,1199,0,0,0,tilt_error,82.75,0.293902,0.396971,2.266286,0.119384,0.122064,1.57,0.042288,0.037707,0.351301,3.82,0.120555,17721.98
