episode,new_episode,steps,completed,completion_index,completion_steps,termination_reason,progress_percent,avg_lateral,std_lateral,max_lateral,avg_course,std_course,max_course,avg_tilt,std_tilt,max_tilt,avg_velocity,avg_action_change,reward
544,334,1198,0,0,0,tilt_error,82.57,0.29521,0.356153,2.235776,0.099991,0.113217,0.541212,0.039334,0.041853,0.359876,3.82,0.074419,17118.74
545,335,1202,0,0,0,tilt_error,82.46,0.352195,0.485396,2.270888,0.121303,0.135656,1.57,0.043437,0.041383,0.361373,3.81,0.078207,15506.56
548,336,1200,0,0,0,tilt_error,82.51,0.322428,0.424498,2.048758,0.114755,0.120915,0.556507,0.042764,0.041158,0.367789,3.81,0.078865,16394.72
549,337,1197,0,0,0,tilt_error,82.51,0.253959,0.373774,2.335839,0.104929,0.124834,1.57,0.039652,0.042523,0.367908,3.81,0.073303,18111.08
552,338,1203,0,0,0,tilt_error,82.57,0.268359,0.390987,2.346643,0.104062,0.12251,1.57,0.039834,0.043035,0.364192,3.81,0.083405,17385.49
554,339,1198,0,0,0,tilt_error,82.75,0.296168,0.375719,2.029356,0.109407,0.116979,0.517851,0.041473,0.039928,0.355281,3.81,0.083595,16985.21
555,340,1200,0,0,0,tilt_error,82.71,0.237202,0.346882,2.392573,0.102208,0.122781,0.524709,0.039961,0.041645,0.355823,3.81,0.075961,19119.59
556,341,1199,0,0,0,tilt_error,82.74,0.243602,0.337772,2.391569,0.094431,0.113124,0.524571,0.038057,0.041826,0.361466,3.82,0.0725,19049.02
557,342,1200,0,0,0,tilt_error,82.81,0.285264,0.376395,2.287802,0.106501,0.111818,0.535743,0.041323,0.041267,0.369548,3.81,0.090522,16588.05
558,343,1213,0,0,0,tilt_error,82.66,0.280554,0.365611,2.097253,0.109069,0.119794,1.57,0.041099,0.045076,0.364714,3.81,0.090334,17471.24
562,344,1209,0,0,0,tilt_error,82.55,0.278688,0.368738,2.175868,0.114328,0.110157,0.540417,0.043241,0.045315,0.358066,3.81,0.102252,17260.01
563,345,1214,0,0,0,tilt_error,82.72,0.363938,0.482565,2.205843,0.127129,0.142433,0.681425,0.044962,0.047511,0.368397,3.8,0.086188,15524.15
564,346,1204,0,0,0,tilt_error,82.59,0.301979,0.395032,2.143202,0.12685,0.113912,0.60418,0.045737,0.043931,0.360046,3.8,0.101102,16113.43
565,347,1264,0,0,0,tilt_error,82.76,0.409867,0.642795,3.654542,0.14413,0.153876,1.57,0.048479,0.047714,0.351654,3.8,0.094577,14772.95
567,348,1234,0,0,0,tilt_error,82.75,0.32244,0.463041,2.410781,0.120395,0.141341,0.94985,0.044084,0.051334,0.368152,3.8,0.094228,16279.77
568,349,1249,0,0,0,tilt_error,82.68,0.336907,0.447986,2.386308,0.137096,0.118293,0.546173,0.049169,0.044257,0.367888,3.81,0.111628,15106.09
569,350,1243,0,0,0,tilt_error,82.76,0.3026,0.394739,4.056027,0.11068,0.115217,0.554711,0.041939,0.045769,0.350521,3.81,0.091653,17344.91
571,351,1248,0,0,0,tilt_error,82.85,0.304352,0.38326,2.810626,0.119406,0.119879,0.69036,0.045596,0.046022,0.363812,3.81,0.097548,16832.15
573,352,1286,0,0,0,tilt_error,82.8,0.368698,0.601404,3.735379,0.133124,0.174038,1.028123,0.043467,0.048885,0.372205,3.81,0.097986,15779.32
574,353,1207,0,0,0,tilt_error,82.82,0.301935,0.423138,2.314515,0.108146,0.127068,1.57,0.040534,0.04554,0.352444,3.81,0.097673,16180.44
576,354,1202,0,0,0,tilt_error,82.42,0.333606,0.405868,2.175399,0.135421,0.117002,0.627336,0.047132,0.043696,0.367723,3.8,0.117502,14095.28
577,355,1202,0,0,0,tilt_error,82.85,0.355705,0.43675,2.291623,0.125187,0.12006,0.552344,0.045397,0.042139,0.359702,3.81,0.123218,13589.78
578,356,1199,0,0,0,tilt_error,82.81,0.280957,0.353186,2.06662,0.097713,0.122416,1.57,0.03921,0.042369,0.36756,3.82,0.099581,17297.29
580,357,1199,0,0,0,tilt_error,82.57,0.26653,0.313569,2.005874,0.087961,0.102559,0.520675,0.038576,0.039411,0.353049,3.82,0.100746,18331.74
581,358,1207,0,0,0,tilt_error,82.59,0.266689,0.303762,2.011549,0.087971,0.109374,1.57,0.038128,0.042619,0.366312,3.82,0.093014,18219.6
583,359,1204,0,0,0,tilt_error,82.66,0.300214,0.329192,2.019179,0.122348,0.133809,1.57,0.04281,0.049919,0.350034,3.81,0.109703,15967.98
585,360,756,0,0,0,tilt_error,54.31,0.437664,0.621349,2.484752,0.143659,0.17012,0.774083,0.044007,0.053204,0.358687,3.78,0.107915,8210.84
586,361,1246,0,0,0,tilt_error,82.36,0.373592,0.446644,2.040091,0.129798,0.127328,1.57,0.044408,0.048764,0.368476,3.81,0.114616,13964.77
588,362,1196,0,0,0,tilt_error,82.64,0.392473,0.519929,4.496497,0.143631,0.130297,0.593368,0.045481,0.049545,0.365561,3.81,0.106421,12577.81
590,363,1195,0,0,0,tilt_error,82.33,0.304883,0.385493,2.041831,0.121284,0.133319,1.57,0.039834,0.048163,0.372026,3.81,0.110739,16695.52
592,364,1199,0,0,0,tilt_error,82.43,0.316331,0.403208,2.081056,0.121909,0.129657,1.57,0.0413,0.046215,0.354253,3.81,0.145404,15662.85
595,365,1205,0,0,0,tilt_error,82.75,0.32548,0.346138,2.045246,0.104865,0.106977,0.529617,0.040954,0.040042,0.353572,3.82,0.135869,15582.67
596,366,1202,0,0,0,tilt_error,82.69,0.271389,0.357369,2.390022,0.096521,0.122712,1.57,0.038881,0.04171,0.370921,3.82,0.10079,18149.08
600,367,1198,0,0,0,tilt_error,82.66,0.244437,0.360491,2.387456,0.098393,0.122655,1.57,0.038556,0.040529,0.370496,3.82,0.090113,19198.05
602,368,1195,0,0,0,tilt_error,82.71,0.258691,0.368348,2.391949,0.094045,0.119887,1.57,0.038475,0.038322,0.35646,3.82,0.083976,19284.14
604,369,1202,0,0,0,tilt_error,82.69,0.349348,0.520067,4.496497,0.118901,0.128005,0.663221,0.043911,0.0385,0.363833,3.82,0.094007,17453.91
606,370,1196,0,0,0,tilt_error,82.69,0.269325,0.330577,4.496497,0.100404,0.104176,0.518666,0.039494,0.038562,0.3712,3.82,0.087952,19342.43
608,371,1198,0,0,0,tilt_error,82.69,0.269963,0.302527,2.031895,0.104144,0.104863,0.538057,0.040208,0.038375,0.371478,3.82,0.120235,18994.19
609,372,1197,0,0,0,tilt_error,82.7,0.289801,0.376936,2.354552,0.104293,0.104207,0.519995,0.040434,0.037294,0.371294,3.82,0.080167,18237.91
610,373,1197,0,0,0,tilt_error,82.74,0.300102,0.302588,4.496497,0.094264,0.094883,0.5265,0.038421,0.03682,0.356925,3.83,0.110996,17774.3
613,374,1198,0,0,0,tilt_error,82.74,0.302552,0.382089,2.364126,0.109257,0.119892,1.57,0.040792,0.038394,0.363388,3.82,0.076073,17348.2
615,375,1197,0,0,0,tilt_error,82.76,0.284111,0.318642,1.995278,0.097709,0.103774,0.52463,0.038927,0.038685,0.363222,3.82,0.092421,18149.09
616,376,1196,0,0,0,tilt_error,82.72,0.288785,0.301594,2.018294,0.095414,0.101425,0.525699,0.038755,0.037707,0.353859,3.82,0.077124,17898.15
617,377,1201,0,0,0,tilt_error,82.75,0.287994,0.41236,2.387768,0.105073,0.109733,0.524668,0.041086,0.038842,0.370646,3.82,0.079784,17875.63
618,378,1197,0,0,0,tilt_error,82.74,0.289087,0.399231,2.39623,0.104617,0.112226,0.525462,0.040042,0.038864,0.349512,3.82,0.07893,17025.8
619,379,1198,0,0,0,tilt_error,82.75,0.321933,0.440928,2.393084,0.116624,0.110887,0.522775,0.042496,0.038475,0.357718,3.81,0.086545,16065.75
620,380,1196,0,0,0,tilt_error,82.76,0.272203,0.39078,4.286235,0.1069,0.116423,0.526056,0.039984,0.039615,0.357311,3.82,0.07778,17755.38
622,381,1196,0,0,0,tilt_error,82.77,0.265409,0.36658,2.347357,0.106355,0.117069,0.523025,0.03949,0.041183,0.358377,3.82,0.086798,17859.85
623,382,1197,0,0,0,tilt_error,82.71,0.262635,0.387505,3.596246,0.107457,0.118552,0.523112,0.040293,0.040303,0.354769,3.82,0.079236,17884.5
626,383,1202,0,0,0,tilt_error,82.76,0.322429,0.448507,2.200352,0.116409,0.122812,0.532864,0.042711,0.040813,0.369835,3.81,0.093543,16784.35
627,384,1200,0,0,0,tilt_error,82.73,0.306142,0.465143,2.378206,0.116215,0.127501,0.522363,0.042367,0.041064,0.363673,3.81,0.101132,16474.54
628,385,1198,0,0,0,tilt_error,82.71,0.272451,0.347468,2.098404,0.113931,0.122969,1.57,0.042558,0.040656,0.370822,3.81,0.101323,17415.95
630,386,1198,0,0,0,tilt_error,82.71,0.239458,0.374934,2.384569,0.099976,0.117307,0.524323,0.038373,0.042105,0.357441,3.82,0.096284,19038.23
631,387,1201,0,0,0,tilt_error,82.76,0.313648,0.49027,2.377275,0.117179,0.130316,0.528916,0.042513,0.041229,0.362038,3.81,0.102077,16525.92
632,388,1198,0,0,0,tilt_error,82.72,0.229986,0.35558,2.390282,0.099512,0.120668,0.52472,0.038757,0.042476,0.357775,3.82,0.096318,19240.46
633,389,1200,0,0,0,tilt_error,82.75,0.302835,0.449242,2.38965,0.113212,0.123815,0.524544,0.04183,0.04308,0.370142,3.81,0.105851,16358.3
634,390,1200,0,0,0,tilt_error,82.69,0.280726,0.399796,3.499123,0.116761,0.118599,0.53982,0.043053,0.042529,0.356959,3.81,0.11401,16814.57
636,391,1200,0,0,0,tilt_error,82.75,0.246157,0.365352,2.273267,0.109992,0.11846,0.534081,0.041162,0.042753,0.351577,3.81,0.127966,17812.92
637,392,1200,0,0,0,tilt_error,82.77,0.302963,0.409173,2.033364,0.117885,0.118704,0.548883,0.042557,0.042298,0.359053,3.81,0.122492,16397.47
638,393,1201,0,0,0,tilt_error,82.76,0.254577,0.342652,2.128405,0.104952,0.114822,0.537215,0.039839,0.042974,0.368603,3.81,0.114731,18611.3
639,394,1206,0,0,0,tilt_error,82.57,0.308078,0.439263,2.336706,0.114073,0.10873,0.518829,0.041972,0.04157,0.349988,3.81,0.112455,16174.43
640,395,1205,0,0,0,tilt_error,82.74,0.260156,0.368048,2.319618,0.104872,0.117791,1.57,0.039275,0.042849,0.360935,3.81,0.119402,18226.57
643,396,1209,0,0,0,tilt_error,82.6,0.258895,0.384551,2.366711,0.10514,0.112304,0.526166,0.039778,0.044434,0.369544,3.81,0.112022,17897.67
645,397,1199,0,0,0,tilt_error,82.69,0.236159,0.380163,2.383778,0.09724,0.117296,0.52674,0.038069,0.042507,0.355058,3.82,0.103944,19010.33
646,398,1201,0,0,0,tilt_error,82.72,0.304421,0.403884,2.10644,0.113104,0.123734,1.57,0.041966,0.041738,0.362963,3.81,0.113825,16601.71
648,399,1202,0,0,0,tilt_error,82.67,0.248556,0.369099,2.361664,0.105059,0.120468,1.57,0.039656,0.042169,0.365551,3.82,0.10361,18311.47
650,400,1200,0,0,0,tilt_error,82.7,0.25536,0.338529,2.19923,0.105396,0.121037,1.57,0.040065,0.042714,0.367154,3.81,0.113159,18679.14
652,401,1201,0,0,0,tilt_error,82.75,0.300328,0.40853,2.295859,0.119607,0.127859,1.57,0.044169,0.040426,0.356012,3.81,0.1312,16032.84
656,402,1197,0,0,0,tilt_error,82.73,0.232103,0.369455,2.350688,0.0983,0.117552,0.519398,0.03841,0.041799,0.365676,3.82,0.116737,18889.67
657,403,1199,0,0,0,tilt_error,82.73,0.257199,0.374355,2.389729,0.107028,0.125074,0.525047,0.04014,0.042683,0.366142,3.81,0.098662,18498.75
658,404,1204,0,0,0,tilt_error,82.75,0.322596,0.463509,2.370996,0.121398,0.132187,1.57,0.043387,0.041813,0.361027,3.81,0.117574,16830.34
660,405,1200,0,0,0,tilt_error,82.81,0.327453,0.407894,2.316106,0.111459,0.113979,0.520895,0.042096,0.040915,0.359036,3.81,0.124318,15673.6
661,406,1199,0,0,0,tilt_error,82.77,0.267652,0.387339,3.923549,0.10141,0.124621,0.541551,0.039041,0.043004,0.371345,3.81,0.118148,18131.43
663,407,1207,0,0,0,tilt_error,82.68,0.273176,0.378288,2.393727,0.11221,0.115419,0.518044,0.04199,0.042928,0.369017,3.81,0.134708,17433.82
664,408,1201,0,0,0,tilt_error,82.75,0.316111,0.408434,2.072755,0.116977,0.126158,1.57,0.04286,0.042235,0.365968,3.81,0.129049,16175.21
667,409,1201,0,0,0,tilt_error,82.74,0.296665,0.387584,2.125706,0.110163,0.118531,1.57,0.040634,0.041488,0.359071,3.81,0.121226,16999.15
669,410,1203,0,0,0,tilt_error,82.75,0.342657,0.519816,3.428733,0.117451,0.119862,0.499579,0.042086,0.041317,0.356061,3.81,0.124391,16419.54
670,411,1206,0,0,0,tilt_error,82.72,0.377298,0.625798,3.500572,0.124076,0.132849,0.57,0.043111,0.041563,0.363373,3.81,0.13225,16156.48
671,412,1202,0,0,0,tilt_error,82.61,0.25545,0.354512,2.322614,0.10663,0.11465,0.520456,0.04008,0.041884,0.350665,3.81,0.120401,18394.79
672,413,1205,0,0,0,tilt_error,82.6,0.307726,0.431568,2.359575,0.115247,0.113391,0.544056,0.042029,0.041672,0.365246,3.81,0.124989,16505.13
673,414,1204,0,0,0,tilt_error,82.52,0.266951,0.360823,2.308525,0.10619,0.10749,0.526513,0.040909,0.041721,0.372756,3.81,0.121245,17713.58
674,415,1199,0,0,0,tilt_error,82.54,0.241043,0.366932,2.389876,0.092927,0.112577,0.524789,0.037565,0.041469,0.351446,3.82,0.106493,18823.25
675,416,1199,0,0,0,tilt_error,82.5,0.271357,0.397196,2.39063,0.106392,0.12429,1.57,0.039819,0.041634,0.350816,3.81,0.113192,17372.31
677,417,1198,0,0,0,tilt_error,82.53,0.249293,0.380761,2.387506,0.09245,0.114388,0.557698,0.037993,0.041665,0.357008,3.82,0.097067,18787.31
678,418,1202,0,0,0,tilt_error,82.57,0.31669,0.433001,2.309638,0.115124,0.114002,0.531122,0.042296,0.040821,0.350228,3.81,0.118168,16142.5
679,419,1203,0,0,0,tilt_error,82.52,0.291028,0.400607,2.355992,0.108457,0.111579,0.562145,0.042375,0.041054,0.356892,3.81,0.117585,17034.7
680,420,1201,0,0,0,tilt_error,82.49,0.300217,0.403422,2.30727,0.111947,0.113648,0.546566,0.04258,0.042262,0.36973,3.81,0.117923,16243.99
681,421,1205,0,0,0,tilt_error,82.72,0.326841,0.446312,2.854152,0.119705,0.119522,0.548059,0.043567,0.042722,0.371502,3.81,0.11709,15437.85
682,422,1209,0,0,0,tilt_error,82.58,0.369287,0.569583,2.90926,0.115708,0.124308,1.57,0.041999,0.040766,0.364605,3.81,0.098,16046.43
684,423,1201,0,0,0,tilt_error,82.69,0.287524,0.374737,2.109424,0.113513,0.112338,0.537827,0.042563,0.041419,0.36652,3.81,0.11529,16670.3
685,424,1204,0,0,0,tilt_error,82.7,0.320286,0.443381,2.110365,0.121702,0.118945,0.56932,0.043632,0.041569,0.352314,3.81,0.119436,15713.08
686,425,1203,0,0,0,tilt_error,82.61,0.338936,0.462306,2.264653,0.117163,0.115235,0.527837,0.043217,0.041424,0.358643,3.81,0.111754,15582.37
687,426,1201,0,0,0,tilt_error,82.69,0.317566,0.427237,2.248494,0.117878,0.116071,0.518294,0.042583,0.042184,0.355427,3.81,0.117823,15712.41
688,427,1199,0,0,0,tilt_error,82.78,0.270247,0.36999,2.149247,0.115517,0.120935,0.557124,0.040033,0.043423,0.353404,3.81,0.131249,16873.68
689,428,1210,0,0,0,tilt_error,82.87,0.271284,0.367988,2.143354,0.11751,0.117665,0.558092,0.042094,0.045387,0.358946,3.81,0.134928,17170.11
690,429,1203,0,0,0,tilt_error,82.88,0.269792,0.349148,2.093458,0.114965,0.109838,0.553874,0.038715,0.044028,0.35758,3.81,0.137472,16675.01
691,430,1198,0,0,0,tilt_error,82.57,0.256169,0.383625,4.265988,0.10199,0.114628,0.55797,0.039077,0.042187,0.362886,3.82,0.100669,18639.19
695,431,1201,0,0,0,tilt_error,82.69,0.295455,0.401736,2.117173,0.117493,0.120887,0.559978,0.041848,0.042214,0.365195,3.81,0.124803,16230.04
696,432,1200,0,0,0,tilt_error,82.66,0.306962,0.416424,2.091477,0.118285,0.114694,0.544241,0.043233,0.040488,0.359506,3.81,0.127369,15981.85
697,433,1198,0,0,0,tilt_error,82.62,0.280472,0.374553,2.120685,0.113373,0.12256,1.57,0.041157,0.039714,0.353716,3.82,0.111316,17459.82
699,434,1198,0,0,0,tilt_error,82.69,0.277771,0.369358,2.096734,0.109576,0.114584,0.560812,0.040712,0.0399,0.354627,3.82,0.112112,17365.45
700,435,1197,0,0,0,tilt_error,82.69,0.249687,0.372838,2.775622,0.102639,0.115885,0.55485,0.03849,0.040419,0.36158,3.82,0.112804,18755.45
701,436,1205,0,0,0,tilt_error,82.79,0.369304,0.542677,2.825203,0.123141,0.114551,0.485922,0.043468,0.038869,0.354744,3.82,0.116777,15835.38
702,437,1210,0,0,0,tilt_error,82.77,0.301099,0.354332,3.476407,0.11151,0.094478,0.502372,0.043006,0.039926,0.365472,3.81,0.116681,16902.52
703,438,1209,0,0,0,tilt_error,82.8,0.386899,0.644578,4.496497,0.121426,0.122774,0.558933,0.042159,0.039664,0.3578,3.82,0.115653,16714.43
705,439,1207,0,0,0,tilt_error,82.88,0.33496,0.452437,2.294908,0.118365,0.109374,0.557628,0.041963,0.039057,0.360496,3.82,0.116205,16445.38
706,440,1206,0,0,0,tilt_error,82.88,0.2691,0.306574,2.084344,0.107973,0.101868,0.552143,0.040803,0.039888,0.362481,3.82,0.110366,18020.51
707,441,1206,0,0,0,tilt_error,82.83,0.312193,0.362408,3.767949,0.115759,0.099113,0.534372,0.043376,0.038585,0.371551,3.82,0.108172,16363.93
709,442,1204,0,0,0,tilt_error,82.83,0.264915,0.337023,2.293107,0.103134,0.114091,1.57,0.039384,0.040313,0.369427,3.82,0.10429,18864.49
711,443,1204,0,0,0,tilt_error,82.89,0.292218,0.344725,2.386391,0.112697,0.107024,0.49424,0.041967,0.038966,0.368786,3.82,0.100087,17374.27
712,444,1204,0,0,0,tilt_error,82.86,0.287588,0.331172,2.149103,0.10734,0.106734,0.512892,0.040757,0.039475,0.368761,3.82,0.099512,17693.51
713,445,1209,0,0,0,tilt_error,82.89,0.314485,0.393786,2.353778,0.113482,0.118467,1.57,0.041772,0.040184,0.367927,3.82,0.099554,16038.24
715,446,1203,0,0,0,tilt_error,82.82,0.304053,0.366738,4.183009,0.111096,0.106023,0.54435,0.041456,0.038312,0.355479,3.82,0.099049,16672.36
717,447,1210,0,0,0,tilt_error,82.85,0.426255,0.69259,3.870505,0.13364,0.133565,0.628862,0.045153,0.038892,0.365374,3.81,0.101695,15594.36
718,448,1202,0,0,0,tilt_error,82.82,0.287363,0.325378,2.08092,0.110206,0.100374,0.521999,0.042095,0.03791,0.366735,3.82,0.108793,17534.94
720,449,1210,0,0,0,tilt_error,82.76,0.413367,0.608047,3.303122,0.124577,0.127493,1.57,0.044221,0.038963,0.36604,3.81,0.105121,15327.42
723,450,1206,0,0,0,tilt_error,82.79,0.313318,0.371977,4.054259,0.112918,0.105755,0.522142,0.04318,0.038289,0.36376,3.82,0.103917,16521.2
727,451,1207,0,0,0,tilt_error,82.75,0.362212,0.493137,2.431296,0.116693,0.115892,0.508599,0.042909,0.038455,0.349641,3.82,0.101682,15732.37
728,452,1203,0,0,0,tilt_error,82.84,0.296911,0.334817,2.586966,0.113474,0.105416,0.560174,0.042354,0.038382,0.369743,3.82,0.11677,17343.13
729,453,1203,0,0,0,tilt_error,82.83,0.372385,0.513741,3.150102,0.117936,0.113109,0.496145,0.042147,0.037875,0.365844,3.82,0.110045,15700.23
730,454,1208,0,0,0,tilt_error,82.77,0.377137,0.590282,3.219275,0.120962,0.123713,0.540971,0.042577,0.039625,0.366217,3.82,0.104505,15988.06
731,455,1204,0,0,0,tilt_error,82.83,0.301344,0.339007,2.166557,0.11289,0.111742,1.57,0.042994,0.037355,0.352484,3.82,0.11226,16891.6
734,456,1199,0,0,0,tilt_error,82.82,0.290886,0.334898,4.496497,0.10321,0.099989,0.505145,0.039704,0.036825,0.350417,3.82,0.111161,18146.56
736,457,1204,0,0,0,tilt_error,82.84,0.327154,0.390711,4.281934,0.117066,0.103369,0.496428,0.043975,0.036824,0.357088,3.82,0.117553,16517.58
738,458,1203,0,0,0,tilt_error,82.86,0.27857,0.308437,2.099692,0.107813,0.102982,0.550619,0.04101,0.038728,0.355512,3.82,0.111209,17997.85
739,459,1204,0,0,0,tilt_error,82.86,0.297045,0.347877,2.089692,0.110334,0.113539,1.57,0.041176,0.038882,0.368331,3.82,0.113437,16780.4
741,460,1203,0,0,0,tilt_error,82.83,0.333343,0.391462,2.18522,0.117896,0.104212,0.503608,0.044012,0.037395,0.361552,3.82,0.123327,16102.86
742,461,1200,0,0,0,tilt_error,82.82,0.272626,0.301413,2.159605,0.10254,0.104967,1.57,0.039333,0.037022,0.350778,3.83,0.110681,18139.78
744,462,1204,0,0,0,tilt_error,82.71,0.29988,0.389565,2.373228,0.10513,0.117362,1.57,0.040591,0.039333,0.350531,3.82,0.126815,16742.41
746,463,1202,0,0,0,tilt_error,82.9,0.286232,0.327275,2.229711,0.103328,0.102837,0.503401,0.040798,0.038654,0.358813,3.82,0.131429,17087.7
747,464,1201,0,0,0,tilt_error,82.87,0.312221,0.396586,2.1255,0.107319,0.106863,0.548045,0.040669,0.038326,0.363033,3.82,0.141695,16246.86
748,465,1201,0,0,0,tilt_error,82.86,0.290301,0.324729,2.193544,0.10545,0.103164,0.56105,0.040914,0.037637,0.354158,3.82,0.142687,16645.88
749,466,1200,0,0,0,tilt_error,82.86,0.276359,0.322273,2.103186,0.099797,0.102752,0.540463,0.039608,0.037829,0.351887,3.82,0.116647,18036.15
750,467,1201,0,0,0,tilt_error,82.88,0.333117,0.443035,3.595589,0.111362,0.110222,0.555913,0.040889,0.038408,0.371933,3.82,0.117574,16083.98
751,468,1203,0,0,0,tilt_error,82.86,0.421251,0.665215,3.927458,0.120267,0.118681,0.535242,0.041899,0.037499,0.368468,3.82,0.135574,15257.65
753,469,1201,0,0,0,tilt_error,82.75,0.30975,0.428904,2.30808,0.113727,0.121601,1.57,0.040926,0.039046,0.35681,3.82,0.139587,16706.43
756,470,1205,0,0,0,tilt_error,82.84,0.300353,0.342313,2.179996,0.111316,0.104728,1.57,0.042556,0.037618,0.351129,3.82,0.136519,16798.0
758,471,1199,0,0,0,tilt_error,82.75,0.307922,0.366756,4.496497,0.112963,0.101562,0.514478,0.041865,0.037256,0.357546,3.82,0.14248,16438.16
760,472,1202,0,0,0,tilt_error,82.77,0.329218,0.444113,2.351751,0.113091,0.114769,0.521319,0.041575,0.039267,0.36667,3.82,0.138003,16408.88
761,473,1199,0,0,0,tilt_error,82.75,0.29676,0.368954,2.318503,0.103262,0.11454,1.57,0.040375,0.039087,0.366421,3.82,0.125707,16707.37
764,474,1204,0,0,0,tilt_error,82.75,0.382439,0.625737,3.937661,0.121133,0.125511,0.512189,0.042324,0.039966,0.359839,3.81,0.130157,15903.36
766,475,1198,0,0,0,tilt_error,82.77,0.283745,0.319567,2.07727,0.106549,0.102823,0.538251,0.041111,0.037912,0.357315,3.82,0.137488,17720.13
767,476,1200,0,0,0,tilt_error,82.68,0.327066,0.408114,2.198757,0.11365,0.111566,0.53984,0.042108,0.039522,0.352566,3.82,0.141852,15904.99
768,477,1201,0,0,0,tilt_error,82.65,0.266745,0.302888,2.108064,0.096873,0.113261,1.57,0.038053,0.040298,0.360847,3.82,0.140309,18906.11
772,478,1202,0,0,0,tilt_error,82.81,0.267847,0.316173,3.269314,0.100065,0.099547,0.501695,0.040245,0.038926,0.372361,3.82,0.148205,18462.59
773,479,1207,0,0,0,tilt_error,82.81,0.388287,0.60457,3.344953,0.12121,0.131622,0.552502,0.043125,0.04072,0.364455,3.81,0.147948,15899.71
774,480,1201,0,0,0,tilt_error,82.85,0.309533,0.39619,2.203657,0.108408,0.119789,1.57,0.040573,0.038848,0.359787,3.82,0.12582,16441.64
778,481,1201,0,0,0,tilt_error,82.85,0.271223,0.298835,3.248075,0.098914,0.097399,0.516859,0.039599,0.038823,0.365132,3.82,0.141811,18322.61
779,482,1206,0,0,0,tilt_error,82.84,0.383933,0.61566,3.322365,0.121357,0.132198,0.535769,0.042446,0.040985,0.36705,3.81,0.162829,15454.17
780,483,1204,0,0,0,tilt_error,82.86,0.36878,0.557381,3.008872,0.120525,0.131824,1.57,0.041623,0.04016,0.370788,3.82,0.142882,15285.94
782,484,1203,0,0,0,tilt_error,82.83,0.316642,0.431939,2.228139,0.115782,0.126548,1.57,0.041934,0.041217,0.352659,3.81,0.139353,16125.6
786,485,1203,0,0,0,tilt_error,82.73,0.342328,0.405487,2.268631,0.108792,0.108843,0.496332,0.041654,0.039714,0.373531,3.82,0.157082,15826.12
787,486,1207,0,0,0,tilt_error,82.66,0.296338,0.350271,2.321678,0.108858,0.10649,0.523254,0.042003,0.039758,0.36292,3.81,0.161549,16400.88
788,487,1207,0,0,0,tilt_error,82.69,0.289124,0.331815,2.315192,0.105892,0.107602,0.533821,0.041276,0.040029,0.35196,3.82,0.168491,17125.77
789,488,1202,0,0,0,tilt_error,82.6,0.27636,0.311381,2.191966,0.101095,0.105909,0.562352,0.039967,0.039594,0.350122,3.82,0.166329,17498.67
790,489,1206,0,0,0,tilt_error,82.71,0.342312,0.436833,2.265667,0.115125,0.116535,0.552707,0.042939,0.039962,0.351431,3.81,0.161141,15710.13
791,490,1203,0,0,0,tilt_error,82.69,0.326474,0.462851,2.467044,0.110892,0.118089,0.514467,0.04111,0.041161,0.35268,3.81,0.14794,15789.33
792,491,1203,0,0,0,tilt_error,82.73,0.347902,0.520088,2.517338,0.118152,0.133796,1.57,0.041795,0.041977,0.35394,3.81,0.153945,15167.01
794,492,1200,0,0,0,tilt_error,82.75,0.279079,0.360528,2.278085,0.104836,0.115615,0.531415,0.040378,0.041327,0.368777,3.82,0.170292,17159.29
795,493,1199,0,0,0,tilt_error,82.78,0.276119,0.398391,2.353396,0.113704,0.1199,0.540467,0.040487,0.042787,0.360774,3.81,0.143395,16410.7
796,494,1200,0,0,0,tilt_error,82.69,0.26817,0.378138,2.301349,0.10689,0.12241,0.557455,0.040409,0.042427,0.368211,3.81,0.163263,17346.4
797,495,1200,0,0,0,tilt_error,82.79,0.295655,0.397991,2.336541,0.109601,0.119146,0.549713,0.04156,0.04057,0.349548,3.81,0.165212,16267.54
798,496,1203,0,0,0,tilt_error,82.65,0.314992,0.391139,2.30525,0.118388,0.109003,0.492126,0.043714,0.041104,0.350951,3.81,0.155011,15590.26
799,497,1202,0,0,0,tilt_error,82.68,0.333279,0.462481,2.310723,0.113875,0.118928,0.530966,0.041612,0.041739,0.368461,3.81,0.153902,15415.47
800,498,1204,0,0,0,tilt_error,82.67,0.344416,0.433478,2.333703,0.119592,0.112601,0.560714,0.044474,0.038878,0.355282,3.81,0.13035,15244.59
801,499,1202,0,0,0,tilt_error,82.63,0.268056,0.345653,2.975214,0.102053,0.105481,0.542755,0.041107,0.039594,0.366331,3.82,0.134298,17983.78
802,500,1206,0,0,0,tilt_error,82.65,0.378369,0.595734,3.122711,0.12167,0.128594,0.597017,0.043651,0.042795,0.363779,3.81,0.136878,15353.2
803,501,1207,0,0,0,tilt_error,82.69,0.387027,0.600978,3.1908,0.120289,0.128872,0.534292,0.04308,0.040295,0.364012,3.81,0.148443,15198.44
804,502,1203,0,0,0,tilt_error,82.76,0.265536,0.316033,2.254254,0.105408,0.107747,1.57,0.041202,0.038161,0.362321,3.82,0.134553,18027.43
807,503,1202,0,0,0,tilt_error,82.67,0.293469,0.350348,2.937407,0.109058,0.102663,0.521562,0.042676,0.037534,0.359953,3.82,0.136417,17130.2
